Model,Metric,Optimizer,User_based,k,RMSE,MAE,MSE,Precision,Recall,Accuracy,DataSet
KNNBasic,pearson_baseline,als,False,5,0.5411637799899965,0.2757087243355671,0.29285823677306133,0.7313371813371814,0.7371713752014469,80.19801980198021,upsampled_df_smote_auto_distribution_kept
KNNBasic,pearson_baseline,als,False,10,0.5902714223362097,0.2880731625890623,0.348420352026812,0.6169184981684983,0.6063842674419597,78.71287128712872,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,sgd,True,5,0.5729338370467856,0.29280359579199156,0.32825318163315265,0.655281690140845,0.6245862146056415,78.21782178217822,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,sgd,True,10,0.5613804711453648,0.2661641216167632,0.31514803338339176,0.6551959325396826,0.630520657175069,82.42574257425743,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,als,True,5,0.6013608796787118,0.29418970298173663,0.3616349076079541,0.7045572916666667,0.6857827787618084,79.95049504950495,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,als,True,10,0.5108097041994033,0.2484095771738086,0.2609265539042819,0.6481481481481481,0.6149687821256449,81.43564356435643,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,sgd,False,5,0.488673733674486,0.24445267079252786,0.2388020179833625,0.6523076923076923,0.6239653649698628,81.68316831683168,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,sgd,False,10,0.44908712068744094,0.24527389905378347,0.20167924196733614,0.6396537842190015,0.6406283117280559,79.95049504950495,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,als,False,5,0.5477562387143378,0.2792573923643681,0.3000368970504786,0.6373504273504274,0.62705745235157,79.20792079207921,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,cosine,als,False,10,0.6367816160380404,0.31075615880803426,0.40549082652401836,0.6220424107142857,0.6078151519179744,75.4950495049505,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,sgd,True,5,0.5979455948831793,0.317348570615505,0.35753893444019924,0.6651826484018265,0.6575187401791123,76.73267326732673,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,sgd,True,10,0.5909101469525501,0.30533078973879735,0.3491748017714843,0.6321056547619048,0.6274654781919421,77.47524752475248,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,als,True,5,0.5405502133685127,0.28102862796972655,0.2921945331727446,0.6390410958904109,0.6189022038337108,78.71287128712872,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,als,True,10,0.5283645818933874,0.27318569023572,0.27916913139937405,0.650563236047107,0.6498775368606545,77.22772277227723,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,sgd,False,5,0.5735827815000858,0.2880023075939574,0.3289972072333751,0.678049289891395,0.6674330657302794,79.45544554455446,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,sgd,False,10,0.5669939392821102,0.3112378042092221,0.3214821271826453,0.6978174603174604,0.6780533778508717,75.74257425742574,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,als,False,5,0.5965715121451949,0.29754152284933794,0.3558975691032044,0.6203703703703705,0.6157786168868863,76.48514851485149,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,msd,als,False,10,0.5618558037788444,0.272742246569949,0.3156819442399712,0.6871100164203613,0.686444090234255,81.1881188118812,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,sgd,True,5,0.5808675594573889,0.29485573927951503,0.33740712162998326,0.6424863387978141,0.6510933857067143,78.21782178217822,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,sgd,True,10,0.5787196212126641,0.29302243444423637,0.33491639997652933,0.7272141706924315,0.7061000431160197,79.70297029702971,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,als,True,5,0.6174038255875481,0.29902637758757356,0.3811874838501396,0.6403225806451613,0.6064558886175295,78.46534653465346,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,als,True,10,0.5411324490889742,0.26090368338038683,0.2928243274570312,0.5966666666666667,0.5778719240955734,81.93069306930693,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,sgd,False,5,0.5699399479133541,0.29027274864668084,0.32483154422747684,0.7121693121693122,0.682899955717416,78.96039603960396,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,sgd,False,10,0.5152596908402013,0.24475194461677763,0.26549254900473984,0.673673469387755,0.6519559936030273,84.65346534653465,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,als,False,5,0.5560490452425574,0.27894937163100986,0.30919054071515967,0.624056603773585,0.5960641339820884,78.96039603960396,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson,als,False,10,0.5692580561854083,0.2759961696007573,0.32405473453198946,0.6331719128329298,0.6137612510309637,79.20792079207921,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,sgd,True,5,0.5704015046302647,0.2960145737498412,0.3253578764844699,0.6513922518159807,0.6303849517042319,77.97029702970298,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,sgd,True,10,0.5178670035432954,0.26927846946334333,0.26818623335891156,0.7065860215053763,0.6848393384895931,77.72277227722772,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,als,True,5,0.5107855009939626,0.2607936155471966,0.26090182802565337,0.6499829931972789,0.6205143726656079,79.20792079207921,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,als,True,10,0.5465258579161091,0.28435569565783025,0.2986905133709391,0.6891129032258064,0.6556538724932314,78.21782178217822,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,sgd,False,5,0.5460412307353422,0.2616785908095501,0.29816102566296715,0.7217213114754099,0.6913097695039058,81.1881188118812,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,sgd,False,10,0.5874814279542467,0.3174575445922715,0.34513442819116075,0.6442340067340068,0.6203715732297699,76.73267326732673,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,als,False,5,0.5293102811210926,0.2628525953222624,0.28016937370049,0.5888034188034189,0.5757051282051282,79.70297029702971,upsampled_df_smote_auto_distribution_kept
KNNWithMeans,pearson_baseline,als,False,10,0.5124467573016565,0.2432605433211259,0.26260167906898274,0.6065720808871494,0.5984610960306939,82.92079207920791,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,sgd,True,5,0.5526206330054351,0.2994162996062788,0.3053895640233278,0.6572454844006568,0.6343516027487959,75.4950495049505,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,sgd,True,10,0.4811303369601392,0.248573377967865,0.2314864011433771,0.6685960591133006,0.629898193259595,80.19801980198021,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,als,True,5,0.5095723214324619,0.24441719033841153,0.2596639507700682,0.6026077097505669,0.5728877970941463,80.44554455445545,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,als,True,10,0.5083700639486823,0.25433841853428724,0.25844012191918736,0.6845238095238096,0.689330245912225,79.95049504950495,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,sgd,False,5,0.5559998255996585,0.28474919822390404,0.3091358060668507,0.6284188034188035,0.627383083904823,77.72277227722772,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,sgd,False,10,0.5641604365907307,0.28603485186717403,0.3182769982142439,0.6497311827956989,0.6469633977523178,76.98019801980197,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,als,False,5,0.5888987459453638,0.3163421681281667,0.3468017329760221,0.6981179138321996,0.7188224141449948,74.5049504950495,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,cosine,als,False,10,0.6235908442751773,0.31929049842027935,0.3888655410638284,0.7232804232804233,0.6988596971355592,78.21782178217822,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,sgd,True,5,0.45775368485623363,0.23803890510241113,0.20953843599946007,0.6479744136460553,0.6325602185775006,81.1881188118812,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,sgd,True,10,0.5897410037799531,0.27129160882980513,0.34779445153938665,0.6191993464052288,0.59477218687745,80.19801980198021,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,als,True,5,0.5564448885577427,0.2834621722798172,0.3096309140020386,0.6671052631578949,0.640048325689058,78.21782178217822,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,als,True,10,0.5354442977439697,0.25526613229678846,0.2867005959865329,0.6471774193548387,0.6168644927092676,81.1881188118812,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,sgd,False,5,0.5594428034158543,0.30498359902585875,0.3129762502937902,0.6814814814814816,0.64424187559199,75.74257425742574,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,sgd,False,10,0.5471648170185038,0.2837173009453986,0.2993893369828928,0.7189890710382514,0.7124044202877375,77.97029702970298,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,als,False,5,0.535128897872092,0.25926392218567607,0.28636293733779977,0.6768229166666666,0.6684467110707919,81.43564356435643,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,msd,als,False,10,0.6235919070019141,0.3157597022666555,0.38886686647828395,0.6582757296466973,0.6689714343426509,77.97029702970298,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,sgd,True,5,0.5522070953432898,0.28151265694246275,0.30493267614747316,0.6758706467661691,0.6597172007457537,80.94059405940595,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,sgd,True,10,0.6488675062939125,0.3408553230694786,0.4210290407240807,0.5882629107981221,0.5687798287308391,74.75247524752476,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,als,True,5,0.6019661625417616,0.2959538635429881,0.3623632608452546,0.7009070294784581,0.6742153533752095,78.46534653465346,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,als,True,10,0.5883199488959282,0.30155392344387577,0.34612036226890763,0.7280062530062531,0.7488261804649364,77.97029702970298,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,sgd,False,5,0.5703738953102593,0.27582725872174585,0.32532638045139867,0.6849462365591398,0.6669480639864399,79.45544554455446,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,sgd,False,10,0.6286247625773114,0.3112516473500738,0.39516909212538115,0.6781462585034014,0.6650727247420707,77.47524752475248,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,als,False,5,0.5858946814868213,0.2773411638385157,0.3432725777945438,0.618140589569161,0.6019070945762676,80.19801980198021,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson,als,False,10,0.5805917783529576,0.2862302653964367,0.3370868130910498,0.6594671201814059,0.6381868792583077,78.71287128712872,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,sgd,True,5,0.5400414052482099,0.24891299740577547,0.2916447193824613,0.6524659863945578,0.6075133219733517,81.43564356435643,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,sgd,True,10,0.5378703993418729,0.26890320410650687,0.2893045664881858,0.696594982078853,0.6848414466428789,79.95049504950495,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,als,True,5,0.5808860398041908,0.30385670916077867,0.337428591239396,0.7298844537815126,0.7186998663101605,80.19801980198021,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,als,True,10,0.584507294518463,0.30301279896084515,0.3416487773452932,0.70359477124183,0.6894938791024431,78.96039603960396,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,sgd,False,5,0.5172039339987805,0.262216640699644,0.2674999093438149,0.6792968749999999,0.6480348540725579,80.94059405940595,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,sgd,False,10,0.5423938415470979,0.27576990805049784,0.2941910793482183,0.657163382594417,0.6623936408419167,79.70297029702971,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,als,False,5,0.551186935528872,0.2728643716524265,0.30380703789770885,0.6709862086911266,0.660837454049782,77.97029702970298,upsampled_df_smote_auto_distribution_kept
KNNWithZScore,pearson_baseline,als,False,10,0.5037212883213354,0.25715559085721673,0.25373513630810596,0.6276119402985074,0.6007659473464618,78.96039603960396,upsampled_df_smote_auto_distribution_kept
KNNBasic,cosine,sgd,True,5,0.6548922358860593,0.34189136417884397,0.4288838406238418,0.40609756097560973,0.3410375532326752,74.01574803149606,df_oversamling
KNNBasic,cosine,sgd,True,10,0.6669833157896972,0.3633579240168494,0.44486674354181893,0.30586080586080583,0.2610413396127682,70.60367454068242,df_oversamling
KNNBasic,cosine,als,True,5,0.6294716506944682,0.302420148700138,0.39623455902801863,0.3134920634920635,0.24373603109505365,76.11548556430446,df_oversamling
KNNBasic,cosine,als,True,10,0.5898090652920569,0.32005692243457023,0.34787473350068987,0.3242105263157895,0.2792691957165641,73.22834645669292,df_oversamling
KNNBasic,cosine,sgd,False,5,0.6663824367893206,0.369990453755166,0.44406555206127296,0.3353658536585366,0.27375333267502716,67.97900262467192,df_oversamling
KNNBasic,cosine,sgd,False,10,0.6948546603843331,0.3585973050447282,0.48282299905782683,0.3404255319148936,0.2990119661662215,72.70341207349081,df_oversamling
KNNBasic,cosine,als,False,5,0.6070148521053474,0.2888850367969089,0.36846703067647685,0.3351063829787234,0.264082105837425,77.16535433070865,df_oversamling
KNNBasic,cosine,als,False,10,0.6856403924473862,0.37007923208670235,0.4701027477554058,0.2799145299145299,0.20929430047077105,70.07874015748031,df_oversamling
KNNBasic,msd,sgd,True,5,0.6622535043297952,0.35578864982954095,0.43857970399709406,0.38703140830800403,0.3250886524822695,70.34120734908137,df_oversamling
KNNBasic,msd,sgd,True,10,0.6203537007827127,0.3298264040075333,0.38483871407480735,0.36666666666666664,0.3015632515632516,71.39107611548556,df_oversamling
KNNBasic,msd,als,True,5,0.6272770640122588,0.3413150912527203,0.3934765150358394,0.3157181571815718,0.2547579453067258,71.12860892388451,df_oversamling
KNNBasic,msd,als,True,10,0.6720949361844766,0.3550533854355685,0.45171160324481563,0.3554421768707483,0.29547644815501956,71.12860892388451,df_oversamling
KNNBasic,msd,sgd,False,5,0.6694411010389231,0.34451103770311287,0.44815138776020563,0.3144886363636364,0.25529678654678656,72.96587926509186,df_oversamling
KNNBasic,msd,sgd,False,10,0.607208849936787,0.31646329322925076,0.3687025874415556,0.4098039215686275,0.33039045921398863,74.2782152230971,df_oversamling
KNNBasic,msd,als,False,5,0.6917577235302382,0.3661020000188943,0.4785287480637376,0.38823529411764707,0.31182327476445126,73.49081364829397,df_oversamling
KNNBasic,msd,als,False,10,0.6751303992497798,0.36157432480038226,0.45580105599116705,0.28888888888888886,0.2391500474833808,70.34120734908137,df_oversamling
KNNBasic,pearson,sgd,True,5,0.6721843463364817,0.3468444225082525,0.4518317954598032,0.3236434108527132,0.2796511627906977,72.44094488188976,df_oversamling
KNNBasic,pearson,sgd,True,10,0.6929870821204391,0.37356752218944883,0.48023109598580027,0.36046511627906974,0.3112126245847176,70.34120734908137,df_oversamling
KNNBasic,pearson,als,True,5,0.6869308308805147,0.35884735497355685,0.47187396641419416,0.32234432234432236,0.2773252388637004,71.65354330708661,df_oversamling
KNNBasic,pearson,als,True,10,0.6583912374512935,0.3472660897132467,0.43347902155264556,0.3591269841269841,0.28721655328798185,70.86614173228347,df_oversamling
KNNBasic,pearson,sgd,False,5,0.7273073089852983,0.4007886071955645,0.5289759217034362,0.30123456790123454,0.22160148009821215,69.02887139107612,df_oversamling
KNNBasic,pearson,sgd,False,10,0.5942928805326989,0.313171237298441,0.3531840278518527,0.3678571428571428,0.2969726701869559,72.70341207349081,df_oversamling
KNNBasic,pearson,als,False,5,0.6618985849848499,0.3531298813490816,0.4381097368049466,0.3261904761904762,0.2695451135569288,71.65354330708661,df_oversamling
KNNBasic,pearson,als,False,10,0.649322082324941,0.35095037733805245,0.42161916659479753,0.33095238095238094,0.24383116883116882,69.81627296587926,df_oversamling
KNNBasic,pearson_baseline,sgd,True,5,0.6484965347645358,0.3365397447467729,0.42054775560161084,0.3470169677066229,0.30368492224476,72.96587926509186,df_oversamling
KNNBasic,pearson_baseline,sgd,True,10,0.6550251999375379,0.3657189507518436,0.4290580125532115,0.3709677419354839,0.3042537053922253,68.76640419947506,df_oversamling
KNNBasic,pearson_baseline,als,True,5,0.7367055285270844,0.397990762967096,0.5427350357623707,0.3503787878787879,0.2792621594092182,69.02887139107612,df_oversamling
KNNBasic,pearson_baseline,als,True,10,0.6428006099814851,0.3510502576562364,0.4131926241925694,0.3102918586789555,0.2385481155642446,71.39107611548556,df_oversamling
KNNBasic,pearson_baseline,sgd,False,5,0.6741144831042697,0.37027864902593643,0.45443033633093677,0.29545454545454547,0.24222582972582973,69.5538057742782,df_oversamling
KNNBasic,pearson_baseline,sgd,False,10,0.7240192750311426,0.40488569600033025,0.5242039106166213,0.24736842105263157,0.19711779448621553,68.50393700787401,df_oversamling
KNNBasic,pearson_baseline,als,False,5,0.6525149889922004,0.3629501742171055,0.42577581085949145,0.3081395348837209,0.25257936507936507,69.02887139107612,df_oversamling
KNNBasic,pearson_baseline,als,False,10,0.7281773093400207,0.3923930111273881,0.5302421938376721,0.2957818930041153,0.24216236438458663,70.07874015748031,df_oversamling
KNNWithMeans,cosine,sgd,True,5,0.6938660015141577,0.3479640010243549,0.4814500280572451,0.3655303030303031,0.3133092286501377,72.44094488188976,df_oversamling
KNNWithMeans,cosine,sgd,True,10,0.6082249674186004,0.28358964993156016,0.3699376109913575,0.35294117647058826,0.30126430662762843,79.26509186351706,df_oversamling
KNNWithMeans,cosine,als,True,5,0.6733480626870771,0.3536312025512155,0.4533976135244399,0.34055555555555556,0.2966693899782135,71.91601049868767,df_oversamling
KNNWithMeans,cosine,als,True,10,0.7411415637030938,0.3869673908819797,0.5492908174482671,0.33064516129032256,0.27922629153528983,71.39107611548556,df_oversamling
KNNWithMeans,cosine,sgd,False,5,0.6292208271565338,0.33267302648817093,0.3959188493275526,0.33943833943833945,0.281859410430839,71.91601049868767,df_oversamling
KNNWithMeans,cosine,sgd,False,10,0.6776515574116813,0.37987294490124024,0.45921163326247716,0.35603087388801674,0.2907116692830979,68.76640419947506,df_oversamling
KNNWithMeans,cosine,als,False,5,0.7781263301321839,0.41535214428699546,0.6054805856449805,0.3044117647058823,0.24352941176470588,69.02887139107612,df_oversamling
KNNWithMeans,cosine,als,False,10,0.6226344805967803,0.30958038278730776,0.3876736964280224,0.39634146341463417,0.3472208008793375,74.01574803149606,df_oversamling
KNNWithMeans,msd,sgd,True,5,0.6578091409467953,0.33786010783195325,0.4327128659131609,0.3602150537634409,0.288708066127421,71.91601049868767,df_oversamling
KNNWithMeans,msd,sgd,True,10,0.6379206619449256,0.3053127393956433,0.406942770936252,0.33739837398373984,0.2881874948636224,77.16535433070865,df_oversamling
KNNWithMeans,msd,als,True,5,0.6821305912557551,0.3779485505963,0.46530214352692617,0.3255892255892256,0.28096440596440597,69.5538057742782,df_oversamling
KNNWithMeans,msd,als,True,10,0.6421526449921617,0.3336820283536358,0.41236001947042933,0.34574468085106386,0.30877659574468086,73.49081364829397,df_oversamling
KNNWithMeans,msd,sgd,False,5,0.6559676433995277,0.3480988723448647,0.43029354918713,0.33248677248677244,0.2905936193436193,71.12860892388451,df_oversamling
KNNWithMeans,msd,sgd,False,10,0.5873699851090399,0.28279267585806267,0.34500349940699376,0.3232558139534884,0.28993738819320214,76.37795275590551,df_oversamling
KNNWithMeans,msd,als,False,5,0.6722478124167824,0.3385425383497414,0.4519171212991495,0.3514056224899598,0.31337812550511646,72.96587926509186,df_oversamling
KNNWithMeans,msd,als,False,10,0.6116561178748042,0.31315624493128685,0.3741232065336764,0.36230158730158735,0.28435185185185186,74.01574803149606,df_oversamling
KNNWithMeans,pearson,sgd,True,5,0.7591657187793925,0.39652885498537166,0.5763325885698317,0.32235294117647056,0.24584881320949437,71.12860892388451,df_oversamling
KNNWithMeans,pearson,sgd,True,10,0.6237523517543039,0.3044511462772571,0.3890669963190248,0.4052197802197802,0.35337579087579085,74.2782152230971,df_oversamling
KNNWithMeans,pearson,als,True,5,0.6256222890460734,0.31523442002995355,0.3914032485512486,0.3723544973544974,0.3261826953003424,74.80314960629921,df_oversamling
KNNWithMeans,pearson,als,True,10,0.6266556162187757,0.3020537536695753,0.3926972613385336,0.3702107279693487,0.31869433248743595,75.06561679790026,df_oversamling
KNNWithMeans,pearson,sgd,False,5,0.7756540283657004,0.39063899432277066,0.6016391717199389,0.3566308243727599,0.2940805908547844,72.17847769028872,df_oversamling
KNNWithMeans,pearson,sgd,False,10,0.5976289828863207,0.28717049964658226,0.3571604011857382,0.32839506172839505,0.2723707416689873,76.9028871391076,df_oversamling
KNNWithMeans,pearson,als,False,5,0.633979468014897,0.3497485076984801,0.4019299658644519,0.35775335775335776,0.29538722371539705,68.24146981627297,df_oversamling
KNNWithMeans,pearson,als,False,10,0.5079757312883025,0.2508657742006149,0.25803934357788577,0.3767361111111111,0.3538607226107226,77.69028871391076,df_oversamling
KNNWithMeans,pearson_baseline,sgd,True,5,0.6172718573267246,0.32225589997799586,0.38102454584758433,0.29086879432624113,0.2610855899419729,72.17847769028872,df_oversamling
KNNWithMeans,pearson_baseline,sgd,True,10,0.6600079604550555,0.3403175368101246,0.43561050786404204,0.33695652173913043,0.2902518978605935,72.44094488188976,df_oversamling
KNNWithMeans,pearson_baseline,als,True,5,0.6694080547341743,0.34583034792894907,0.44810714374299127,0.38039215686274513,0.33629821159232925,72.44094488188976,df_oversamling
